r1t1,r2t1,r3t1,r4t1,r5t1,r6t1,r7t1,r8t1,r9t1,r10t1,r11t1,r12t1,r13t1,r14t1,r15t1,r16t1,r17t1,r18t1,r19t1,r20t1,r21t1,r22t1,r23t1,r24t1,r25t1,r26t1,r27t1,r28t1,r29t1,r30t1,r31t1,r32t1,r33t1,r34t1,r35t1,c1t1,c2t1,c3t1,c4t1,o1t1,outsidet1,r1t2,r2t2,r3t2,r4t2,r5t2,r6t2,r7t2,r8t2,r9t2,r10t2,r11t2,r12t2,r13t2,r14t2,r15t2,r16t2,r17t2,r18t2,r19t2,r20t2,r21t2,r22t2,r23t2,r24t2,r25t2,r26t2,r27t2,r28t2,r29t2,r30t2,r31t2,r32t2,r33t2,r34t2,r35t2,c1t2,c2t2,c3t2,c4t2,o1t2,outsidet2
0.9082934609250399,0.10119047619047619,0.06537282941777324,0.04424778761061947,0.016317016317016316,0.004878048780487805,0.003893575600259572,0.020134228187919462,0.0036991368680641184,0.00038498556304138594,0.0,0.003875968992248062,0.0036529680365296802,0.0,0.0008329862557267805,0.0006527415143603133,0.001430615164520744,0.0,0.003282994090610637,0.006557377049180328,0.0,0.0,0.0,0.0078125,0.005498281786941581,0.02097902097902098,0.006561679790026247,0.0,0.0,0.005917159763313609,0.0022148394241417496,0.010830324909747292,0.0,0.0,0.004784688995215311,0.0009216589861751152,0.007575757575757576,0.01506740681998414,0.0019584802193497847,0.006204173716864072,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.03668261562998405,0.7470238095238095,0.0020429009193054137,0.11504424778761062,0.013986013986013986,0.0,0.000973393900064893,0.020134228187919462,0.002466091245376079,0.00038498556304138594,0.0,0.0,0.0027397260273972603,0.0015151515151515152,0.0008329862557267805,0.0,0.001430615164520744,0.0021231422505307855,0.0,0.0,0.0,0.0,0.0,0.00390625,0.0027491408934707906,0.0034965034965034965,0.005249343832020997,0.0,0.0,0.0,0.0005537098560354374,0.016245487364620937,0.001800720288115246,0.002136752136752137,0.0,0.0018433179723502304,0.0027548209366391185,0.011102299762093577,0.002154328241284763,0.00338409475465313,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.037480063795853266,0.005952380952380952,0.86414708886619,0.011799410029498525,0.009324009324009324,0.0,0.022388059701492536,0.03355704697986577,0.006165228113440197,0.0007699711260827719,0.0,0.0,0.0036529680365296802,0.0015151515151515152,0.0008329862557267805,0.0006527415143603133,0.001430615164520744,0.0021231422505307855,0.0006565988181221273,0.003278688524590164,0.004511278195488722,0.01098901098901099,0.004807692307692308,0.015625,0.005498281786941581,0.013986013986013986,0.010498687664041995,0.0,0.00975609756097561,0.0,0.0011074197120708748,0.01263537906137184,0.0012004801920768306,0.002136752136752137,0.0,0.003502304147465438,0.006887052341597796,0.013481363996827915,0.0027418723070896985,0.007332205301748449,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.006379585326953748,0.12797619047619047,0.005107252298263534,0.6873156342182891,0.013986013986013986,0.0,0.0006489292667099286,0.21476510067114093,0.02342786683107275,0.0009624639076034649,0.0,0.0,0.0009132420091324201,0.004545454545454545,0.0008329862557267805,0.0,0.001430615164520744,0.0,0.0013131976362442547,0.0,0.0,0.0,0.0,0.01171875,0.002061855670103093,0.006993006993006993,0.006561679790026247,0.0,0.0,0.0,0.0005537098560354374,0.007220216606498195,0.0006002400960384153,0.0010683760683760685,0.0023923444976076554,0.0020276497695852535,0.004132231404958678,0.008723235527359239,0.0017626321974148062,0.00338409475465313,0.0,0.0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0007974481658692185,0.002976190476190476,0.0020429009193054137,0.0029498525073746312,0.6713286713286714,0.00975609756097561,0.000973393900064893,0.040268456375838924,0.06411837237977805,0.00019249278152069297,0.0008539709649871904,0.003875968992248062,0.0045662100456621,0.0,0.0020824656393169513,0.0,0.0,0.004246284501061571,0.0013131976362442547,0.0,0.0015037593984962407,0.0,0.002403846153846154,0.0078125,0.004123711340206186,0.013986013986013986,0.0013123359580052493,0.0,0.0,0.0,0.0016611295681063123,0.010830324909747292,0.0006002400960384153,0.0010683760683760685,0.0023923444976076554,0.0018433179723502304,0.006198347107438017,0.03727200634417129,0.002937720329024677,0.00676818950930626,0.0,0.0,0.0,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0,0.0,0.25,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0
0.0,0.0,0.0,0.0,0.002331002331002331,0.9512195121951219,0.0,0.006711409395973154,0.002466091245376079,0.00019249278152069297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013745704467353953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023923444976076554,0.0,0.0013774104683195593,0.004758128469468675,0.0003916960438699569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.005582137161084529,0.002976190476190476,0.05005107252298264,0.008849557522123894,0.004662004662004662,0.004878048780487805,0.9474367293964958,0.020134228187919462,0.006165228113440197,0.0005774783445620789,0.0,0.0,0.0027397260273972603,0.004545454545454545,0.0012494793835901709,0.0006527415143603133,0.0,0.004246284501061571,0.0026263952724885093,0.003278688524590164,0.0,0.0,0.002403846153846154,0.01171875,0.004810996563573883,0.017482517482517484,0.003937007874015748,0.0,0.004878048780487805,0.0,0.0016611295681063123,0.009025270758122744,0.0024009603841536613,0.003205128205128205,0.004784688995215311,0.014562211981566821,0.005509641873278237,0.01506740681998414,0.003329416372894634,0.005076142131979695,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0,0.6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0007974481658692185,0.002976190476190476,0.0,0.10029498525073746,0.018648018648018648,0.004878048780487805,0.0006489292667099286,0.4295302013422819,0.027127003699136867,0.00038498556304138594,0.0008539709649871904,0.0,0.0036529680365296802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015037593984962407,0.003663003663003663,0.0,0.0,0.0027491408934707906,0.006993006993006993,0.0026246719160104987,0.0196078431372549,0.00975609756097561,0.0,0.0,0.0036101083032490976,0.0,0.0010683760683760685,0.0023923444976076554,0.0007373271889400922,0.0048209366391184574,0.007930214115781126,0.0013709361535448493,0.001692047377326565,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0007974481658692185,0.0,0.0010214504596527069,0.02654867256637168,0.10023310023310024,0.0,0.0006489292667099286,0.20134228187919462,0.8224414303329224,0.0,0.0008539709649871904,0.003875968992248062,0.025570776255707764,0.0015151515151515152,0.0008329862557267805,0.0006527415143603133,0.0,0.0,0.0013131976362442547,0.0,0.0015037593984962407,0.007326007326007326,0.0,0.015625,0.003436426116838488,0.013986013986013986,0.006561679790026247,0.0,0.0,0.005917159763313609,0.0005537098560354374,0.007220216606498195,0.0012004801920768306,0.002136752136752137,0.007177033492822967,0.0014746543778801843,0.004132231404958678,0.011102299762093577,0.0015667841754798276,0.011280315848843767,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.004662004662004662,0.0,0.0,0.0,0.0,0.9865255052935515,0.0008539709649871904,0.0,0.0009132420091324201,0.0015151515151515152,0.00041649312786339027,0.0,0.0,0.0021231422505307855,0.0006565988181221273,0.0,0.0,0.0,0.0,0.0078125,0.002061855670103093,0.013986013986013986,0.0,0.0,0.004878048780487805,0.0,0.0,0.005415162454873646,0.0,0.0,0.0,0.0003686635944700461,0.0013774104683195593,0.03013481363996828,0.0005875440658049354,0.0022560631697687537,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6666666666666667,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
